effect_type,source_type,filename,descriptor,target_text,scale,orig_target_sim,manip_target_sim,delta_target_sim
eq,mixture,mixture_EQ_calm_0.2.wav,calm,a calm sound,0.2,0.10682889,0.10553006,-0.0012988299
eq,mixture,mixture_EQ_calm_0.4.wav,calm,a calm sound,0.4,0.10682889,0.12239608,0.015567191
eq,mixture,mixture_EQ_calm_0.6.wav,calm,a calm sound,0.6,0.10682889,0.115398884,0.008569993
eq,mixture,mixture_EQ_calm_0.8.wav,calm,a calm sound,0.8,0.10682889,0.09712627,-0.009702623
eq,mixture,mixture_EQ_calm_1.0.wav,calm,a calm sound,1.0,0.10682889,0.06941269,-0.037416197
eq,mixture,mixture_EQ_clear_0.2.wav,clear,a clear sound,0.2,0.04818386,0.06982861,0.021644749
eq,mixture,mixture_EQ_clear_0.4.wav,clear,a clear sound,0.4,0.04818386,0.0457049,-0.0024789572
eq,mixture,mixture_EQ_clear_0.6.wav,clear,a clear sound,0.6,0.04818386,0.09346992,0.04528606
eq,mixture,mixture_EQ_clear_0.8.wav,clear,a clear sound,0.8,0.04818386,0.11781508,0.06963122
eq,mixture,mixture_EQ_clear_1.0.wav,clear,a clear sound,1.0,0.04818386,0.10379322,0.05560936
eq,mixture,mixture_EQ_cold_0.2.wav,cold,a cold sound,0.2,-0.0070187505,-0.03797762,-0.03095887
eq,mixture,mixture_EQ_cold_0.4.wav,cold,a cold sound,0.4,-0.0070187505,0.044883087,0.05190184
eq,mixture,mixture_EQ_cold_0.6.wav,cold,a cold sound,0.6,-0.0070187505,-0.014900056,-0.007881305
eq,mixture,mixture_EQ_cold_0.8.wav,cold,a cold sound,0.8,-0.0070187505,-0.012255913,-0.005237162
eq,mixture,mixture_EQ_cold_1.0.wav,cold,a cold sound,1.0,-0.0070187505,-0.018133577,-0.011114826
eq,mixture,mixture_EQ_cool_0.2.wav,cool,a cool sound,0.2,0.06517793,0.04529344,-0.019884493
eq,mixture,mixture_EQ_cool_0.4.wav,cool,a cool sound,0.4,0.06517793,0.06689478,0.0017168447
eq,mixture,mixture_EQ_cool_0.6.wav,cool,a cool sound,0.6,0.06517793,0.13887234,0.07369441
