effect_type,source_type,filename,descriptor,target_text,scale,orig_target_sim,manip_target_sim,delta_target_sim
eq,piano,piano_EQ_mellow_1.0.wav,mellow,a mellow sound,1.0,0.10490683,0.11122701,0.006320186
eq,piano,piano_EQ_peaceful_0.2.wav,peaceful,a peaceful sound,0.2,-0.010402255,-0.035499826,-0.025097571
eq,piano,piano_EQ_peaceful_0.4.wav,peaceful,a peaceful sound,0.4,-0.010402255,-0.0066965604,0.0037056943
eq,piano,piano_EQ_peaceful_0.6.wav,peaceful,a peaceful sound,0.6,-0.010402255,0.0047939904,0.015196245
eq,piano,piano_EQ_peaceful_0.8.wav,peaceful,a peaceful sound,0.8,-0.010402255,-0.01042336,-2.1105632e-05
eq,piano,piano_EQ_peaceful_1.0.wav,peaceful,a peaceful sound,1.0,-0.010402255,-0.041796118,-0.031393863
eq,piano,piano_EQ_sharp_0.2.wav,sharp,a sharp sound,0.2,-0.08467591,-0.068554915,0.016120993
eq,piano,piano_EQ_sharp_0.4.wav,sharp,a sharp sound,0.4,-0.08467591,-0.05651492,0.02816099
eq,piano,piano_EQ_sharp_0.6.wav,sharp,a sharp sound,0.6,-0.08467591,-0.06795826,0.01671765
eq,piano,piano_EQ_sharp_0.8.wav,sharp,a sharp sound,0.8,-0.08467591,-0.07942257,0.0052533373
eq,piano,piano_EQ_sharp_1.0.wav,sharp,a sharp sound,1.0,-0.08467591,-0.04595832,0.038717587
eq,piano,piano_EQ_smooth_0.2.wav,smooth,a smooth sound,0.2,0.021832924,0.060373705,0.03854078
eq,piano,piano_EQ_smooth_0.4.wav,smooth,a smooth sound,0.4,0.021832924,0.027708339,0.0058754142
eq,piano,piano_EQ_smooth_0.6.wav,smooth,a smooth sound,0.6,0.021832924,0.082809925,0.060977
eq,piano,piano_EQ_smooth_0.8.wav,smooth,a smooth sound,0.8,0.021832924,0.055228904,0.03339598
eq,piano,piano_EQ_smooth_1.0.wav,smooth,a smooth sound,1.0,0.021832924,0.096077636,0.07424471
eq,piano,piano_EQ_soft_0.2.wav,soft,a soft sound,0.2,0.0062927604,-0.0047424305,-0.011035191
eq,piano,piano_EQ_soft_0.4.wav,soft,a soft sound,0.4,0.0062927604,0.0042199297,-0.0020728307
eq,piano,piano_EQ_soft_0.6.wav,soft,a soft sound,0.6,0.0062927604,-0.009645343,-0.015938103
eq,piano,piano_EQ_soft_0.8.wav,soft,a soft sound,0.8,0.0062927604,0.0103914365,0.004098676
eq,piano,piano_EQ_soft_1.0.wav,soft,a soft sound,1.0,0.0062927604,0.022183105,0.015890345
eq,piano,piano_EQ_soothing_0.2.wav,soothing,a soothing sound,0.2,0.002788525,0.02188049,0.019091966
eq,piano,piano_EQ_soothing_0.4.wav,soothing,a soothing sound,0.4,0.002788525,-0.0027040201,-0.005492545
eq,piano,piano_EQ_soothing_0.6.wav,soothing,a soothing sound,0.6,0.002788525,0.03203874,0.029250216
